"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","PEOPLE_HOUSE","COMPUTER","CAR","MOBILE","UNIVERSITY","OVERALL_SCORE"
"3152",1,"Complete Professional Education","Complete Professional Education","Executive","Operator","1","4",1,0,0,"3",390
"3153",1,"Complete Primary Education","Complete Primary Education","Operator","Home","2","7",0,0,0,"4",327
"3154",0,"Unknown","Unknown","0","0","3","2",0,0,0,"2",338
"3155",1,"Complete Professional Education","Complete Professional Education","Independent professional","Operator","2","5",1,1,0,"3",374
"3156",0,"Unknown","Postgraduate Education","0","0","4","4",0,1,0,"3",215
"3157",1,"Unknown","Unknown","Independent","Independent","2","5",1,1,0,"3",236
"3158",1,"Complete Secondary Education","Complete Professional Education","Other occupation","Independent professional","2","5",1,1,1,"5",388
"3159",1,"Complete Primary Education","Complete Technical Education","Retired","Auxiliary or Administrative","4","5",1,1,1,"3",399
"3160",1,"Unknown","Incomplete Professional Education","Other occupation","Other occupation","3","3",1,0,1,"3",382
"3161",1,"Unknown","Unknown","Other occupation","Other occupation","3","4",1,1,1,"2",292
"3162",0,"Unknown","Unknown","Other occupation","Other occupation","3","4",1,1,1,"4",319
"3163",0,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Home","2","5",0,0,0,"4",475
"3164",0,"Complete Professional Education","Complete Professional Education","Other occupation","Home","3","4",0,0,0,"5",363
"3165",1,"Complete Secondary Education","Incomplete Secondary Education","Other occupation","Home","2","5",1,1,0,"4",378
"3166",1,"Incomplete Secondary Education","Complete Secondary Education","Independent","Home","1","4",1,1,1,"4",301
"3167",1,"Unknown","Unknown","0","Home","3","5",0,0,0,"3",128
"3168",1,"Unknown","Unknown","0","Home","2","4",0,1,0,"5",371
"3169",1,"Incomplete Primary Education","Incomplete Primary Education","0","0","3","3",0,1,1,"5",381
"3170",1,"Complete Secondary Education","Complete Secondary Education","Independent professional","Independent professional","3","6",1,1,0,"2",214
"3171",1,"Complete Primary Education","Complete Primary Education","Retired","Home","1","7",1,0,0,"5",449
"3172",1,"Unknown","Unknown","Independent professional","0","2","4",0,1,1,"3",261
"3173",0,"Incomplete Professional Education","Complete Professional Education","Technical or professional level employee","Auxiliary or Administrative","2","4",1,1,1,"5",430
"3174",1,"Postgraduate Education","Complete Professional Education","Technical or professional level employee","Home","3","3",1,1,1,"4",355
"3175",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","3","4",1,1,0,"5",424
"3176",1,"Complete Secondary Education","Complete Secondary Education","Independent professional","Operator","3","4",1,1,0,"4",320
"3177",1,"Complete Secondary Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","2","2",1,0,0,"3",400
"3178",1,"Complete Professional Education","Postgraduate Education","Executive","Executive","3","6",1,1,0,"4",307
"3179",1,"Incomplete Primary Education","Incomplete Primary Education","Independent","Home","2","3",1,0,0,"2",120
"3180",1,"Postgraduate Education","Incomplete Primary Education","0","0","2","4",0,0,0,"3",219
"3181",1,"Complete Primary Education","Complete Primary Education","Independent professional","Home","2","4",1,0,0,"3",229
"3182",1,"Incomplete Secondary Education","Incomplete Secondary Education","Operator","Executive","2","6",0,0,0,"3",187
"3183",0,"Complete Professional Education","Complete Secondary Education","Independent professional","Operator","2","5",1,1,1,"3",352
"3184",0,"Complete Primary Education","Complete Secondary Education","Independent","Home","2","4",1,0,0,"3",287
"3185",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","3",0,0,0,"2",360
"3186",1,"Complete Secondary Education","Incomplete Secondary Education","Other occupation","Home","1","6",0,0,0,"4",378
"3187",1,"Incomplete Secondary Education","Incomplete Primary Education","Independent","Home","2","4",0,0,0,"3",407
"3188",1,"Complete Secondary Education","Postgraduate Education","Operator","Retired","3","3",0,1,0,"3",418
"3189",0,"Incomplete Primary Education","Incomplete Primary Education","0","0","2","4",0,1,1,"5",288
"3190",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","4",1,1,1,"4",174
"3191",0,"Complete Primary Education","Complete Primary Education","0","0","3","2",0,0,1,"5",400
"3192",0,"Unknown","Complete Technical Education","Other occupation","Auxiliary or Administrative","2","3",1,0,1,"2",347
"3193",0,"Incomplete Secondary Education","Incomplete Secondary Education","Small entrepreneur ","Independent","1","10",1,0,0,"3",98
"3194",0,"Complete Primary Education","Complete Secondary Education","Independent","Operator","2","4",1,1,0,"3",182
"3195",1,"Unknown","Unknown","0","Home","2","5",0,1,0,"2",244
"3197",1,"Unknown","Unknown","0","Home","1","5",0,1,0,"4",440
"3198",1,"Complete Secondary Education","Complete Technical Education","Small entrepreneur ","Operator","2","2",1,0,0,"2",376
"3199",1,"Incomplete Primary Education","Complete Secondary Education","Independent","Auxiliary or Administrative","1","6",0,0,0,"3",291
"3200",1,"Unknown","Incomplete Primary Education","Entrepreneur ","0","2","6",0,1,0,"2",226
"3201",1,"Incomplete Primary Education","Incomplete Primary Education","Operator","Home","2","5",0,0,0,"4",187
"3202",1,"Incomplete Secondary Education","Unknown","0","0","3","6",0,0,0,"4",413
"3203",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","2","4",1,0,0,"3",234
"3204",1,"Incomplete Primary Education","Complete Professional Education","Operator","Technical or professional level employee","3","6",1,1,1,"5",393
"3205",1,"Complete Primary Education","Incomplete Secondary Education","Operator","Home","2","6",1,0,0,"4",330
"3206",1,"Incomplete Secondary Education","Complete Secondary Education","Independent professional","Independent professional","3","3",1,1,1,"5",308
"3207",1,"Complete Secondary Education","Complete Secondary Education","Independent professional","Home","2","4",1,1,0,"3",251
"3208",0,"Unknown","Incomplete Primary Education","0","Home","2","5",0,0,0,"4",266
"3209",0,"Complete Secondary Education","Complete Secondary Education","Independent","Operator","2","6",1,0,0,"3",331
"3210",1,"Complete Secondary Education","Complete Primary Education","Small entrepreneur ","Small entrepreneur ","2","4",1,0,0,"4",369
"3211",1,"Incomplete Secondary Education","Incomplete Secondary Education","Auxiliary or Administrative","Home","2","4",0,0,0,"2",336
"3212",0,"Complete Technical Education","Incomplete Secondary Education","Executive","Home","2","3",1,0,0,"2",284
"3213",0,"Complete Primary Education","Complete Secondary Education","Operator","Independent","2","4",1,0,0,"2",389
"3214",1,"Incomplete Secondary Education","Incomplete Primary Education","Independent","Home","3","6",1,1,0,"4",243
"3215",0,"Unknown","Unknown","0","0","2","4",0,0,0,"4",274
"3216",0,"Complete Primary Education","Complete Professional Education","Independent","Technical or professional level employee","1","4",1,0,0,"4",243
"3217",1,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","2","5",1,0,0,"3",306
"3218",1,"Complete Secondary Education","Complete Professional Education","Operator","Operator","2","5",1,0,0,"2",273
"3219",0,"Unknown","Unknown","Retired","Independent","2","5",1,1,0,"3",276
"3220",0,"Unknown","Unknown","0","0","2","4",0,0,0,"4",283
"3221",1,"Postgraduate Education","Complete Primary Education","0","0","3","7",0,0,1,"3",258
"3222",1,"Unknown","Incomplete Secondary Education","Other occupation","Other occupation","2","4",1,0,0,"4",309
"3223",0,"Unknown","Unknown","0","Home","2","4",0,0,1,"3",386
"3224",1,"Complete Primary Education","Incomplete Secondary Education","Other occupation","Home","1","4",1,0,0,"2",272
"3225",1,"Complete Professional Education","Postgraduate Education","Home","Executive","3","4",1,1,0,"5",496
"3226",0,"Incomplete Professional Education","Complete Secondary Education","Operator","Operator","2","3",0,0,1,"4",383
"3227",0,"Complete Technical Education","Complete Professional Education","Technical or professional level employee","Independent professional","4","10",1,1,1,"4",289
"3228",1,"Unknown","Unknown","0","0","2","5",0,0,0,"4",433
"3229",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","7",1,1,0,"5",384
"3230",0,"Unknown","Unknown","0","Home","2","5",0,0,0,"3",419
"3231",1,"Unknown","Unknown","0","Home","2","5",0,1,1,"3",258
"3232",0,"Complete Technical Education","Incomplete Technical Education","Small entrepreneur ","Home","2","4",1,0,1,"3",355
"3233",0,"Incomplete Primary Education","Unknown","0","0","2","5",0,1,0,"3",381
"3234",1,"Incomplete Secondary Education","Unknown","0","0","2","2",0,0,0,"4",260
"3235",1,"Unknown","Unknown","0","Home","2","4",0,0,1,"3",250
"3236",1,"Complete Secondary Education","Complete Primary Education","Technical or professional level employee","Home","3","4",1,0,0,"3",162
"3237",1,"Incomplete Secondary Education","Incomplete Secondary Education","Retired","Home","2","6",1,1,1,"3",110
"3238",1,"Complete Technical Education","Complete Technical Education","Independent professional","Small entrepreneur ","2","5",1,0,1,"3",460
"3239",0,"Unknown","Unknown","0","0","2","4",0,0,1,"3",396
"3240",1,"Incomplete Professional Education","Complete Professional Education","Independent","Home","2","6",1,1,1,"5",443
"3241",1,"Unknown","Unknown","0","Home","2","5",0,0,1,"3",301
"3242",1,"Complete Secondary Education","Complete Primary Education","Operator","Home","1","5",1,0,0,"3",300
"3243",1,"Incomplete Secondary Education","Complete Secondary Education","Operator","Home","2","4",1,0,1,"3",327
"3244",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","4",1,0,0,"3",335
"3245",1,"Postgraduate Education","Postgraduate Education","Executive","Retired","3","4",1,1,1,"3",343
"3246",1,"Complete Primary Education","Incomplete Primary Education","0","0","4","5",0,0,0,"4",403
"3247",1,"Unknown","Unknown","Independent professional","0","2","5",0,1,0,"4",261
"3248",1,"Unknown","Unknown","0","Independent professional","3","3",0,0,1,"3",380
"3249",0,"Complete Professional Education","Complete Technical Education","Small entrepreneur ","Home","2","4",1,1,0,"3",316
"3250",1,"Incomplete Primary Education","Unknown","0","0","1","4",0,0,0,"3",249
"3251",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","4",1,0,0,"3",424
"3252",1,"Complete Secondary Education","Incomplete Secondary Education","Operator","Home","2","5",1,1,0,"3",285
"3253",1,"Unknown","Unknown","0","Home","2","6",0,0,0,"3",240
"3254",1,"Incomplete Professional Education","Complete Secondary Education","Independent professional","Independent professional","3","4",1,1,1,"3",354
"3255",0,"Complete Professional Education","Complete Professional Education","Independent","Independent","4","4",1,1,1,"4",228
"3256",0,"Incomplete Professional Education","Complete Secondary Education","Operator","Home","2","5",1,0,0,"3",363
"3257",0,"Unknown","Incomplete Secondary Education","Other occupation","Home","2","3",1,0,0,"2",271
"3258",1,"Incomplete Primary Education","Incomplete Primary Education","Independent","Home","2","3",0,0,0,"4",296
"3259",1,"Complete Primary Education","Complete Professional Education","Small entrepreneur ","Auxiliary or Administrative","2","2",1,1,1,"3",390
"3260",1,"Complete Secondary Education","Complete Secondary Education","Independent","Independent","4","4",1,0,0,"3",305
"3261",1,"Complete Technical Education","Complete Professional Education","Independent","Technical or professional level employee","4","4",1,1,1,"3",209
"3262",1,"Complete Professional Education","Complete Secondary Education","Executive","Small entrepreneur ","6","4",1,1,1,"3",411
"3264",1,"Complete Secondary Education","Complete Secondary Education","Small entrepreneur ","Home","2","5",1,0,0,"3",74
"3265",1,"Unknown","Unknown","0","Home","2","2",0,0,0,"3",375
"3266",1,"Unknown","Unknown","0","Home","1","5",0,1,1,"3",328
"3267",0,"Unknown","Complete Secondary Education","Other occupation","Operator","3","3",1,0,1,"3",400
"3268",0,"Complete Professional Education","Complete Secondary Education","Executive","Auxiliary or Administrative","3","6",1,1,1,"3",403
"3269",0,"Complete Professional Education","Postgraduate Education","Technical or professional level employee","Executive","5","4",1,1,1,"3",472
"3270",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","4","4",1,1,1,"4",329
"3271",0,"Complete Technical Education","Postgraduate Education","Technical or professional level employee","Technical or professional level employee","4","3",1,1,1,"3",486
"3272",0,"Incomplete Primary Education","Complete Secondary Education","Operator","Home","2","4",1,0,1,"3",321
"3273",1,"Complete Professional Education","Incomplete Professional Education","Independent","Auxiliary or Administrative","3","5",1,1,1,"2",224
